,ReviewBody,ReviewStar,sentiment
5816,"Sound quality is average. After a month it stopped working. They have no after sale service. They ask for the device and never send it back. Its not worth a lot of money but crooks should be taught a lesson so i will file a police complaint. I’ll neevr recommend you to buy this.
",1,0
5814,"Can't believe this is a JBL product. Not suitable for running due to the charging port and volume blocks being heavy causing the wire to bounce around while running and eventually pull the earphones off. Terrible!!Sound quality is also very average.Boat; Phillips are definitely better. Spent a lot of money on this and now no return option.
",1,0
2499,"Never buy this product ....... I raised a request to replace the product. The worst delivery ever I have seen. they returned the itom without my consent.
",1,0
2500,"No where near to the perception that the good reviews gave .Pain in ears. Horrible noise . And battery shows 100% and in 30mins it says low battery
",1,0
5806,"Hi;I Bought this item with lot of expectation and first impressions was good. I do not prefer ear bud headphones hence I bought this one. Within 5 months rubber covering of right earbud removed autimatically ( glue issue ) when I check the same for left; its also having adhesion issue. I contacted JBL and they closed this issue as its physical damage. This damage is due to the non - durability of 2500/- product only. This is not earbud type hence I cannot have a replacement other than throw my headset. Thankyou JBL for selling a non durable product.
",1,0
5805,"I hardly used this product for 2 months and all of a sudden it stopped working. I can only charge this device but not able to switch it ON at all. Wasted 3000Bugs for this. Have a warranty; but don't know how to replace or repair it. No support to help too.
",1,0
5822,"First of all i want to convey  JBL to add to some quality in their products if they are charging such a high price for them. I want to share my honest observation and experience about my JBL BT.1. I bought this for the price of Rs. 2199/- which is quite high in comparison to other BT devices containg same features2. Noise cancellation is really poor that if i am outside somewhere the another caller is hardly able to understand the voice properly.3. I bought this device two months back from the very first day it gets disconnected from my mobile whenever any call come then i have to mannually connect it.4. Now its microphone stopped working and the worst part is  i deposited it to the JBL service center on 9th may 2019; they told me that they will take the time of 15days to replace the product even after waiting for more than 20 days i have not recieved any satisfactory answer from JBL customer support then what the hell the term warranty makes any sense.Now they told me that they don't have the same product in the stock and they also don't know when it will be in stock.I am highly disappointed from the customer service from such a highly reputed brand JBL; in my opinion this is just a ordinary BT earphones with a tag of JBL and no quality features.I request  JBL to look into the matter as soon as possible and arrange to replace my product.My service request no. is DL-E250519-25010
",1,0
5733,"It's better to buy from Samsung store don't know what happens in online electronic item are good or know we can't understand
",1,0
5962,"Worst jbl product ever
",1,0
5967,"Faulty piece is being deliver during sales.. after 1 month this earphone is now dead...Pls do not buy this product during sale.
",1,0
6224,"Product quality is quite nice but earphone is quite big then my ears that's why I am returning this product
",1,0
6223,"Worst brand I have ever use. Bad audio quality. When you ear piece in your piece when it will prick
",1,0
6222,"The product JBL is not good and satisfactory I want to return that and replace a new one it is of waste of cost
",1,0
2334,"I'm bought this product after 3month ago; bt this is  not good there right speaker is not working.... & this product 1year replacement warranty... please do fast...
",1,0
6206,"Very bad product sound quality is too low👎👎👎👎 i want to return it or exchange it with other JBL earplugs👿👿
",1,0
2338,"I bought this product and returned it in 3 days as it will not connect after pairing. I got the replacement and the same after 24 days. Waste of money
",1,0
6193,"The flap on earbud came off with less than a month of use and the customer service is terrible. No warranty honored.
",1,0
6187,"After 3mths one headphone is not working now what's the procedure to return or repair
",1,0
6186,"Bass is totally missing on left side of earpiece. Overall volume is low
",1,0
6175,"Connects only one device at a time. There are better head phones available in this price
",1,0
6172,"Im have Bye this Product But Not working fine. every time call problem ; and Bluetooth connectivity is very bad bad bad....
",1,0
2350,"Both the left & right head phones r got damaged in just 5 months; as I m using it for calls only; battery backup is good.
",1,0
6165,"Very low grade product. Break its speaker cover with in 2 months. Very bad experience. Faced. Not recommended to buy.
",1,0
6164,"One side of the earphone not working in 1 month of purchase. JBL and Amazon are helpless on this. Its also not cheap.
",1,0
6162,"product is fine; battery life is shorter; even if this is new.not consider a product from JBL
",1,0
2355,"Worst product and complete waste of money.Ear gets hurt and doesnt sit properly.Alos the support tags were not good
",1,0
2358,"One side speaker sound reducing after two months use.
",1,0
6225,"It stopped working after 15 days.
",1,0
2328,"DisgustedThis is what i am feelingThought its a brand so would work excellentIts Just keep on saying- oops btry low
",1,0
6226,"Very wast Product .any time Bluetooth disconnect and when you reconnect phone shows no device found
",1,0
6228,"Worst product I ever buy...recommend not to buy.....no return policy in this product....worst product ever
",1,0
6282,"There is nothing to like in this.  Unexpected quality from JBL
",1,0
6281,"No noise cancellation . No sound quality... and not comfortable at all
",1,0
6274,"Not original... Stop working after one hour with full charging... Not clear voice
",1,0
2306,"Not good at all!
",1,0
6271,"I got a product on 6th jan but I got a damage pice plus I got a different modal . Same JBL
",1,0
6262,"Mic is stop working after few days..useless earphones..No service center ...waste of money ..
",1,0
